OBS_VALUE,TIME_FORMAT,UNIT_MULT,COMMENT_OBS,OBS_STATUS,OBS_CONF,AGG_METHOD,DECIMALS,COMMENT_TS,DATA_SOURCE,LATEST_DATA,DATABASE_ID,INDICATOR,REF_AREA,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,FREQ,UNIT_MEASURE,UNIT_TYPE
5.20351,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,AFG,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
64.3211,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ALB,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
33.9496,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DZA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
26.3785,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,AND,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
12.9941,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,AGO,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
15.6152,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ATG,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
50.119,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ARG,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
50.4741,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ARM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.4674,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,AUS,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
93.8931,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,AUT,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
89.3098,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,AZE,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
13.3669,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BHS,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
77.8595,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BHR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
81.2704,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BGD,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
16.894,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BRB,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
50.5668,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BLR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
96.2542,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BEL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
10.2901,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BLZ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
80.0641,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BEN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
18.343,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BTN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
16.1381,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BOL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
29.4439,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BIH,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
53.0561,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BWA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
96.598,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BRA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
56.0725,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BRN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
67.3824,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BGR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
39.9832,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BFA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
1.72796,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,BDI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
17.7401,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CPV,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
19.1159,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KHM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
45.6266,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CMR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.6739,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CAN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
3.24338,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CAF,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
40.4406,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TCD,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
68.8274,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CHL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
92.534,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CHN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
63.7247,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,COL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
3.72399,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,COM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
14.7177,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,COG,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
67.4522,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CRI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
67.8232,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CIV,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
92.5259,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HRV,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
58.7572,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CUB,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
88.8189,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CYP,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
74.373,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CZE,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
1.34757,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PRK,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
5.29665,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,COD,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
92.5964,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DNK,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
1.72796,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DJI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
4.20013,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DMA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
75.0688,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DOM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
26.2981,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ECU,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
95.4843,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,EGY,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
13.2987,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SLV,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
1.46004,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GNQ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
1.72796,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ERI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
99.4826,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,EST,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
18.2302,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SWZ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
27.7425,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ETH,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
29.0753,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,FJI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
95.778,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,FIN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.602,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,FRA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
11.3757,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GAB,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
32.1221,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GMB,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
81.0651,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GEO,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.4101,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DEU,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
86.6873,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GHA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
93.9827,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GRC,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
9.41287,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GRD,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
13.1284,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GTM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
20.5255,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GIN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
9.84867,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GNB,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
28.1091,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GUY,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
6.4021,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HTI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
2.20457,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HND,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
91.2753,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HUN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
79.8068,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ISL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.4945,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IND,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
94.8816,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IDN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
81.0581,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IRN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
20.7147,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IRQ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
85.8588,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IRL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
90.9323,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ISR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
96.1269,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ITA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
32.5272,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,JAM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.8186,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,JPN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
70.9552,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,JOR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
93.153,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KAZ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
81.6956,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KEN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
13.8425,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KIR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
75.0513,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KWT,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
49.6372,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KGZ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
20.3444,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LAO,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.2805,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LVA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
30.4386,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LBN,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
9.07912,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LSO,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
9.72417,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LBR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
28.7805,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LBY,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
35.154,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LIE,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.9275,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LTU,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.4101,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LUX,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
23.326,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MDG,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
36.8296,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MWI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
98.0613,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MYS,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
2.94823,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MDV,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
10.1447,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MLI,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
83.6477,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MLT,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
4.90164,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MHL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
18.9403,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MRT,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
96.8926,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MUS,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
81.6821,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MEX,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
0,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,FSM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
75.7791,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MDA,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
72.5699,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MCO,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
26.2035,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MNG,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
53.2347,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MNE,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
82.4079,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MAR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
24.1814,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MOZ,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
36.4128,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MMR,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
11.4748,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NAM,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
21.424,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NRU,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
44.9917,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NPL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
97.0459,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NLD,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
84.0388,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NZL,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
9.00072,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NIC,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
11.361,602,0,,A,PU,MEAN,,,,False,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NER,_T,_T,_T,_Z,_Z,_Z,2020,A,0_TO_100,
