OBS_VALUE,TIME_FORMAT,UNIT_MULT,COMMENT_OBS,OBS_STATUS,OBS_CONF,AGG_METHOD,DECIMALS,COMMENT_TS,DATA_SOURCE,LATEST_DATA,DATABASE_ID,INDICATOR,REF_AREA,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,FREQ,UNIT_MEASURE,UNIT_TYPE
39.8491,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GAB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
61.7325,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GMB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
92.0764,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GEO,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
97.8543,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,DEU,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.2722,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GHA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
97.1914,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GRC,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
24.7171,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GRD,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
39.9829,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GTM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
56.5499,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GIN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
6.43165,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GNB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
47.3799,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GUY,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
24.2808,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HTI,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
28.0767,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HND,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
88.6486,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,HUN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.8259,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ISL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.4926,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IND,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IDN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
65.5221,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IRN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
53.0686,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IRQ,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
90.8879,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,IRL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
93.7581,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ISR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ITA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
58.0284,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,JAM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
97.5731,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,JPN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.5974,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,JOR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
94.0533,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KAZ,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.5918,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KEN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
55.63,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KIR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
60.7327,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KWT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
65.6034,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KGZ,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
33.7368,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LAO,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
82.629,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LVA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
32.3841,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LBN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
30.5826,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LSO,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
21.345,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LBR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
68.0944,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LBY,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
51.9753,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LIE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
92.7334,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LTU,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.7165,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LUX,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
31.7037,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MDG,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
80.4208,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MWI,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.822,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MYS,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
14.8192,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MDV,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
29.4702,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MLI,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
93.416,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MLT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
14.2365,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MHL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
39.3282,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MRT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MUS,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
85.7622,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MEX,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
8.77261,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,FSM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
65.2538,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MDA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
75.421,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MCO,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
56.3661,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MNG,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
74.8255,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MNE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
97.4937,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MAR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
66.0659,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MOZ,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
73.5815,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MMR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
36.9239,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NAM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
21.5961,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NRU,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
69.7622,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NPL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.2176,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NLD,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
82.6202,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NZL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
20.5532,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NIC,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
41.8639,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NER,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
82.4019,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NGA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
97.0175,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,NOR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
97.0025,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,OMN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
96.6964,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PAK,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
66.5394,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PAN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
62.7509,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PNG,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
74.9345,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PRY,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
83.5933,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PER,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
93.4841,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PHL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
93.5369,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,POL,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.8565,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PRT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,QAT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KOR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
91.6187,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ROU,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
92.124,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,RUS,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
98.0752,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,RWA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
31.6093,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,KNA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
26.1773,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LCA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
26.5532,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,VCT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
43.2238,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,WSM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
25.8831,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SMR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
20.4416,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,STP,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SAU,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
67.3417,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SEN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
96.8152,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SRB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
50.4059,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SYC,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
56.6265,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SLE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.8565,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SGP,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
94.4464,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SVK,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
96.4735,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SVN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
17.6965,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SLB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
37.386,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SOM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
86.2463,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ZAF,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
34.3775,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SSD,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.7405,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ESP,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
87.0147,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,LKA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
37.6417,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,PSE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
48.1801,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SDN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
34.785,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SUR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.3128,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SWE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
91.2547,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,CHE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
51.5505,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,SYR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
25.3648,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TJK,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.2666,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TZA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.2188,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,THA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
65.8862,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,MKD,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
16.8244,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TLS,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
90.0575,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TGO,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
33.792,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TON,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
56.2231,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TTO,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
81.9286,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TUN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TUR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
25.8553,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TKM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
20.3391,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,TUV,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
83.1033,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,UGA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
83.9379,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,UKR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ARE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
100,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,GBR,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.8565,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,USA,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
94.699,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,URY,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
89.2007,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,UZB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
69.2881,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,VUT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
6.15025,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,VAT,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
40.4988,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,VEN,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
99.7405,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,VNM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
7.19487,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,YEM,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
92.5816,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ZMB,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
39.8608,602,0,,A,PU,MEAN,,,,True,ITU_GCI,ITU_GCI_GCI_OVRL_SCRE,ZWE,_T,_T,_T,_Z,_Z,_Z,2024,A,0_TO_100,
